Director,Nombre,Nota media,Total de películas,Productora habitual,Beneficio total,Mejor filme,Nota
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/MKr25402_Steven_Spielberg_%28Berlinale_2023%29.jpg/220px-MKr25402_Steven_Spielberg_%28Berlinale_2023%29.jpg),Steven Spielberg,7.383333333333333,24,Dreamworks Pictures,6278105574,Schindler's List,8.9
![](https://m.media-amazon.com/images/M/MV5BMTc2NjM5MTM0Ml5BMl5BanBnXkFtZTgwMTY3ODczNjM@._V1_.jpg),Anthony Russo,7.58,5,Marvel Studios,5693248984,Avengers: Infinity War,8.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/James_Cameron_by_Gage_Skidmore.jpg/220px-James_Cameron_by_Gage_Skidmore.jpg),James Cameron,7.85,6,Twentieth Century Fox,5427217378,Terminator 2: Judgment Day,8.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Peter_Jackson_SDCC_2014.jpg/220px-Peter_Jackson_SDCC_2014.jpg),Peter Jackson,7.745454545454545,11,New Line Cinema,5372045788,The Lord of the Rings: The Return of the King,8.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/David_Yates_by_Gage_Skidmore.jpg/220px-David_Yates_by_Gage_Skidmore.jpg),David Yates,7.271428571428571,7,Warner Bros.,4936591899,Harry Potter and the Deathly Hallows: Part 2,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Michael.bay.png/220px-Michael.bay.png),Michael Bay,6.484615384615385,13,Paramount Pictures,4773692798,The Rock,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Christopher_Nolan_Cannes_2018.jpg/220px-Christopher_Nolan_Cannes_2018.jpg),Christopher Nolan,8.222222222222221,9,Warner Bros.,3653838246,The Dark Knight,9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Chris_Columbus.jpg/734px-Chris_Columbus.jpg),Chris Columbus,6.6230769230769235,13,Twentieth Century Fox,3408414161,Home Alone,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/J._J._Abrams_by_Gage_Skidmore.jpg/220px-J._J._Abrams_by_Gage_Skidmore.jpg),J.J. Abrams,7.36,5,Paramount Pictures,3389279478,Star Trek,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Jon_Favreau_2016.jpeg/220px-Jon_Favreau_2016.jpeg),Jon Favreau,6.9,9,Paramount Pictures,3312675953,Iron Man,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/James_Wan_in_2019.jpg/220px-James_Wan_in_2019.jpg),James Wan,6.966666666666667,9,FilmDistrict,3252951018,Saw,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Robert_Zemeckis_%22The_Walk%22_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_%2821835891403%29_%28cropped%29.jpg/220px-Robert_Zemeckis_%22The_Walk%22_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_%2821835891403%29_%28cropped%29.jpg),Robert Zemeckis,7.2625,16,Universal Pictures,2936141586,Forrest Gump,8.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Tim_Burton_%287587109150%29.jpg/220px-Tim_Burton_%287587109150%29.jpg),Tim Burton,6.966666666666667,18,Warner Bros.,2917277388,Big Fish,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Frozenfeverdirectors_%28cropped%29.JPG/220px-Frozenfeverdirectors_%28cropped%29.JPG),Chris Buck,7.166666666666667,3,Walt Disney Animation Studios,2749726852,Frozen,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Independence_Day-_Resurgence_Japan_Premiere-_Roland_Emmerich_%2828502013341%29_CROPPED.jpg/220px-Independence_Day-_Resurgence_Japan_Premiere-_Roland_Emmerich_%2828502013341%29_CROPPED.jpg),Roland Emmerich,6.218181818181818,11,Columbia Pictures,2700662044,The Patriot,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Todd_Phillips_%2829486703114%29.jpg/220px-Todd_Phillips_%2829486703114%29.jpg),Todd Phillips,6.833333333333333,9,Warner Bros.,2689676478,Joker,8.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Francis_Lawrence_by_Gage_Skidmore_2.jpg/220px-Francis_Lawrence_by_Gage_Skidmore_2.jpg),Francis Lawrence,6.914285714285715,7,Lionsgate,2591674910,The Hunger Games: Catching Fire,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Brad_bird_cropped_2009.jpg/220px-Brad_bird_cropped_2009.jpg),Brad Bird,7.566666666666666,6,Walt Disney Pictures,2579901800,The Iron Giant,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Brian_Singer_%22International_Competition_Jury%22_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_%2822427114066%29_%28cropped%29.jpg/220px-Brian_Singer_%22International_Competition_Jury%22_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_%2822427114066%29_%28cropped%29.jpg),Bryan Singer,7.2,10,Twentieth Century Fox,2553452604,The Usual Suspects,8.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Verbinski_gore.jpg/220px-Verbinski_gore.jpg),Gore Verbinski,6.86,10,Walt Disney Pictures,2533024727,Pirates of the Caribbean: the Curse of the Black Pearl,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Joss_Whedon_by_Gage_Skidmore_8.jpg/220px-Joss_Whedon_by_Gage_Skidmore_8.jpg),Joss Whedon,7.55,4,Marvel Studios,2458411405,The Avengers,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Carlos_Saldanha_2017.jpg/220px-Carlos_Saldanha_2017.jpg),Carlos Saldanha,6.72,5,Twentieth Century Fox Animation,2358498157,Ice Age: Dawn of the Dinosaurs,6.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Sam_Mendes_in_2022-2.jpg/220px-Sam_Mendes_in_2022-2.jpg),Sam Mendes,7.5125,8,Dreamworks Pictures,2341009463,American Beauty,8.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/M._Night_Shyamalan_%2828769148857%29_%28cropped_2%29.jpg/220px-M._Night_Shyamalan_%2828769148857%29_%28cropped_2%29.jpg),M. Night Shyamalan,6.181818181818182,11,Touchstone Pictures,2330288199,The Sixth Sense,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/NASA_Journey_to_Mars_and_%E2%80%9CThe_Martian%E2%80%9D_%28201508180030HQ%29.jpg/220px-NASA_Journey_to_Mars_and_%E2%80%9CThe_Martian%E2%80%9D_%28201508180030HQ%29.jpg),Ridley Scott,6.90952380952381,21,Twentieth Century Fox,2319760267,Gladiator,8.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Sam_Raimi_by_Gage_Skidmore_3.jpg/220px-Sam_Raimi_by_Gage_Skidmore_3.jpg),Sam Raimi,6.866666666666667,12,Columbia Pictures,2262477665,Evil Dead II,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/George_Lucas_cropped_2009.jpg/220px-George_Lucas_cropped_2009.jpg),George Lucas,6.833333333333333,3,Lucasfilm,2206253237,Star Wars: Episode III - Revenge of the Sith,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Clint_Eastwood_at_2010_New_York_Film_Festival.jpg/220px-Clint_Eastwood_at_2010_New_York_Film_Festival.jpg),Clint Eastwood,7.062962962962963,27,Warner Bros.,2108320256,Unforgiven,8.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/RonHoward2023.jpg/220px-RonHoward2023.jpg),Ron Howard,6.871428571428571,21,Universal Pictures,2087764283,A Beautiful Mind,8.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Andrew_Stanton_cropped_2009.jpg/220px-Andrew_Stanton_cropped_2009.jpg),Andrew Stanton,7.6,4,Pixar Animation Studios,2050374577,WALL·E,8.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Zack_Snyder_by_Gage_Skidmore_2.jpg/220px-Zack_Snyder_by_Gage_Skidmore_2.jpg),Zack Snyder,6.8625,8,Warner Bros.,2015205631,300,7.6
![](https://upload.wikimedia.org/wikipedia/commons/1/1a/Andrew_Adamson_%28cropped%29.jpg),Andrew Adamson,7.125,4,Walt Disney Pictures,1966292773,Shrek,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Jake_Kasdan.jpg/220px-Jake_Kasdan.jpg),Jake Kasdan,6.3,7,Columbia Pictures,1837858331,Zero Effect,6.9
![](NA),Eric Darnell,6.7,5,DreamWorks Animation,1831158958,Madagascar,6.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/GuyRitchiebyKathyHutchins.jpg/220px-GuyRitchiebyKathyHutchins.jpg),Guy Ritchie,6.98,10,Warner Bros.,1819536216,Snatch,8.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/JohnLasseterOct2011.jpg/220px-JohnLasseterOct2011.jpg),John Lasseter,7.32,5,Pixar Animation Studios,1716915089,Toy Story,8.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Pete_Docter_cropped_2009.jpg/220px-Pete_Docter_cropped_2009.jpg),Pete Docter,8.133333333333333,3,Pixar Animation Studios,1708654859,Up,8.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Jon_Watts_by_Gage_Skidmore_2.jpg/220px-Jon_Watts_by_Gage_Skidmore_2.jpg),Jon Watts,6.725,4,Columbia Pictures,1679320181,Spider-Man: Far from Home,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Shawn_Levy_by_Gage_Skidmore_2.jpg/220px-Shawn_Levy_by_Gage_Skidmore_2.jpg),Shawn Levy,6.127272727272727,11,Twentieth Century Fox,1663503062,Real Steel,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Star_Trek_Beyond_Japan_Premiere_Red_Carpet-_Justin_Lin_%2832011084772%29_cropped.jpg/220px-Star_Trek_Beyond_Japan_Premiere_Red_Carpet-_Justin_Lin_%2832011084772%29_cropped.jpg),Justin Lin,6.78,5,Universal Pictures,1637621939,Fast Five,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/F._Gary_Gray_%2821226277825%29.jpg/220px-F._Gary_Gray_%2821226277825%29.jpg),F. Gary Gray,6.76,10,New Line Cinema,1600514316,Straight Outta Compton,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/JonTurteltaubHWOFJan2013.jpg/220px-JonTurteltaubHWOFJan2013.jpg),Jon Turteltaub,6.345454545454546,11,Walt Disney Pictures,1596579556,Cool Runnings,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Steven_Soderbergh_in_2009.jpg/220px-Steven_Soderbergh_in_2009.jpg),Steven Soderbergh,6.761111111111111,18,Warner Bros.,1570949296,Ocean's Eleven,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Jurassic_World_Fallen_Kingdom_Japan_Premiere_Red_Carpet_Colin_Trevorrow_%2842200702315%29_%28cropped%29.jpg/220px-Jurassic_World_Fallen_Kingdom_Japan_Premiere_Red_Carpet_Colin_Trevorrow_%2842200702315%29_%28cropped%29.jpg),Colin Trevorrow,6.866666666666666,3,Double Nickel Entertainment,1518787848,Safety Not Guaranteed,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/TheKillerBFILFF051023_%288_of_22%29_%2853255176376%29_%28cropped2%29.jpg/220px-TheKillerBFILFF051023_%288_of_22%29_%2853255176376%29_%28cropped2%29.jpg),David Fincher,7.76,10,Columbia Pictures,1492317821,Fight Club,8.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/RobMarshallApr2011.jpg/220px-RobMarshallApr2011.jpg),Rob Marshall,6.583333333333333,6,BBL Motion Picture Studios,1491186960,Memoirs of a Geisha,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Barry_Sonnenfeld_2012.jpg/220px-Barry_Sonnenfeld_2012.jpg),Barry Sonnenfeld,6.4,10,Columbia Pictures,1491098708,Men in Black,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Quentin_Tarantino_by_Gage_Skidmore.jpg/220px-Quentin_Tarantino_by_Gage_Skidmore.jpg),Quentin Tarantino,8.1,9,Miramax,1484919160,Pulp Fiction,8.9
![](https://upload.wikimedia.org/wikipedia/commons/2/2c/Chris_Renaud.jpg),Chris Renaud,6.466666666666667,3,Universal Pictures,1429350240,The Secret Life of Pets,6.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Star_Wars-_The_Last_Jedi_Japan_Premiere_Red_Carpet-_Rian_Johnson_%2838905282292%29_%28cropped%29.jpg/220px-Star_Wars-_The_Last_Jedi_Japan_Premiere_Red_Carpet-_Rian_Johnson_%2838905282292%29_%28cropped%29.jpg),Rian Johnson,7.28,5,Bergman Lustig Productions,1422748389,Knives Out,7.9
![](NA),Bill Condon,6.225,8,Dreamworks Pictures,1407239640,Gods and Monsters,7.4
![](NA),Raja Gosnell,5.111111111111111,9,Columbia Pictures,1396724813,Never Been Kissed,6.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Dean_DeBlois%28Wiki%29.jpg/220px-Dean_DeBlois%28Wiki%29.jpg),Dean DeBlois,7.675,4,DreamWorks Animation,1396244598,How to Train Your Dragon,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Jurassic_World_Fallen_Kingdom_Japan_Premiere_Red_Carpet_J._A._Bayona_%28cropped%29_%28cropped%29.jpg/220px-Jurassic_World_Fallen_Kingdom_Japan_Premiere_Red_Carpet_J._A._Bayona_%28cropped%29_%28cropped%29.jpg),J.A. Bayona,7.175,4,MEDIA Programme of the European Union,1376501808,The Impossible,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Alfonso_Cuar%C3%B3n_%282013%29_cropped.jpg/220px-Alfonso_Cuar%C3%B3n_%282013%29_cropped.jpg),Alfonso Cuarón,7.6,6,Warner Bros.,1340275994,Harry Potter and the Prisoner of Azkaban,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/James_Mangold_Press_Conference_Logan_Berlinale_2017_03.jpg/220px-James_Mangold_Press_Conference_Logan_Berlinale_2017_03.jpg),James Mangold,7.2555555555555555,9,Twentieth Century Fox,1329951821,Logan,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Christopher_McQuarrie_2022.jpg/220px-Christopher_McQuarrie_2022.jpg),Christopher McQuarrie,7.2,4,Paramount Pictures,1309415601,Mission: Impossible - Fallout,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/David_Leitch_by_Gage_Skidmore_2.jpg/220px-David_Leitch_by_Gage_Skidmore_2.jpg),David Leitch,6.933333333333334,3,Chris Morgan Productions,1305541444,Deadpool 2,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Ryan_Coogler_%2836203771036%29_2.jpg/220px-Ryan_Coogler_%2836203771036%29_2.jpg),Ryan Coogler,7.466666666666667,3,Forest Whitaker's Significant Productions,1302651384,Creed,7.6
![](NA),Mike Mitchell,5.933333333333334,6,DreamWorks Animation,1297776266,The Lego Movie 2: The Second Part,6.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Jay_Roach_%282013%29.JPG/220px-Jay_Roach_%282013%29.JPG),Jay Roach,6.588888888888889,9,New Line Cinema,1287326832,Trumbo,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Brett_Ratner_2012_Shankbone.JPG/220px-Brett_Ratner_2012_Shankbone.JPG),Brett Ratner,6.52,10,New Line Cinema,1282336624,Red Dragon,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/James_Gunn_%2828557194032%29_%28cropped%29.jpg/220px-James_Gunn_%2828557194032%29_%28cropped%29.jpg),James Gunn,7.2,4,Marvel Studios,1262863752,Guardians of the Galaxy,8
![](NA),Mike Newell,6.8,8,3 Miles Apart Productions Ltd.,1258780091,Donnie Brasco,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Wachowskis%2C_Fantastic_Fest%2C_Cloud_Atlas.jpg/440px-Wachowskis%2C_Fantastic_Fest%2C_Cloud_Atlas.jpg),Lana Wachowski,6.866666666666666,6,Warner Bros.,1253692856,The Matrix,8.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Peyton_Reed_%28cropped%29.jpg/220px-Peyton_Reed_%28cropped%29.jpg),Peyton Reed,6.533333333333333,6,Beacon Communications,1240813991,Ant-Man,7.3
![](https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Tony_Scott.jpg/220px-Tony_Scott.jpg),Tony Scott,6.8,15,Paramount Pictures,1236679923,True Romance,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Garry_Marshall_2013_cropped.jpg/220px-Garry_Marshall_2013_cropped.jpg),Garry Marshall,6.207692307692308,13,New Line Cinema,1230304149,Pretty Woman,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Gareth_Edwards.jpg/220px-Gareth_Edwards.jpg),Gareth Edwards,6.866666666666667,3,Lucasfilm,1225594227,Rogue One: A Star Wars Story,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Martin_Campbell.jpg/220px-Martin_Campbell.jpg),Martin Campbell,6.56,10,Columbia Pictures,1225489189,Casino Royale,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Kenneth_Branagh_at_diff_2015.jpg/220px-Kenneth_Branagh_at_diff_2015.jpg),Kenneth Branagh,6.94,10,Paramount Pictures,1208544677,Hamlet,7.7
![](NA),Dennis Dugan,5.676923076923077,13,Columbia Pictures,1172214062,Happy Gilmore,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Marc_Webb_by_Gage_Skidmore_2.jpg/220px-Marc_Webb_by_Gage_Skidmore_2.jpg),Marc Webb,7.02,5,Amazon Studios,1128833005,500 Days of Summer,7.7
![](https://upload.wikimedia.org/wikipedia/commons/4/44/Bourne_3_Premiere_Greengrass.jpg),Paul Greengrass,7.442857142857143,7,Universal Pictures,1127382815,The Bourne Ultimatum,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2016_NAB_Show%27s_The_Future_of_Cinema_Conference%2C_produced_in_partnership_with_SMPTE_%2826717112630%29_%28cropped%29.jpg/220px-2016_NAB_Show%27s_The_Future_of_Cinema_Conference%2C_produced_in_partnership_with_SMPTE_%2826717112630%29_%28cropped%29.jpg),Ang Lee,7.133333333333334,12,Ang Lee Productions,1120866435,Life of Pi,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Genndy_Tartakovsky_2018.jpg/220px-Genndy_Tartakovsky_2018.jpg),Genndy Tartakovsky,6.7,3,Columbia Pictures,1116759377,Hotel Transylvania,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Shane_Black_by_Gage_Skidmore.jpg/220px-Shane_Black_by_Gage_Skidmore.jpg),Shane Black,6.825,4,Warner Bros.,1100926752,Kiss Kiss Bang Bang,7.5
![](NA),Tom Shadyac,6.3428571428571425,7,Universal Pictures,1077538930,Ace Ventura: Pet Detective,6.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Matt_Reeves_%2813948765595%29_%28cropped%29.jpg/220px-Matt_Reeves_%2813948765595%29_%28cropped%29.jpg),Matt Reeves,7.275,4,Chernin Entertainment,1035852101,Dawn of the Planet of the Apes,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Hayao_Miyazaki_cropped_1_Hayao_Miyazaki_201211.jpg/220px-Hayao_Miyazaki_cropped_1_Hayao_Miyazaki_201211.jpg),Hayao Miyazaki,8.15,6,Studio Ghibli,1022686240,Spirited Away,8.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Wolfgang_Petersen_-_Poseidon_Premiere_%28cropped%29.jpg/220px-Wolfgang_Petersen_-_Poseidon_Premiere_%28cropped%29.jpg),Wolfgang Petersen,6.642857142857143,7,Warner Bros.,1012119651,In the Line of Fire,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Paul_W._S._Anderson_by_Gage_Skidmore.jpg/220px-Paul_W._S._Anderson_by_Gage_Skidmore.jpg),Paul W.S. Anderson,5.909090909090909,11,Screen Gems,1006626342,Event Horizon,6.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Nancy_Meyers_headshot.jpg/220px-Nancy_Meyers_headshot.jpg),Nancy Meyers,6.7,6,Columbia Pictures,996067565,The Intern,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Matthew_Vaughn_%2848017198166%29_CROPPED.jpg/220px-Matthew_Vaughn_%2848017198166%29_CROPPED.jpg),Matthew Vaughn,7.433333333333334,6,Twentieth Century Fox,978425155,X-Men: First Class,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Marc_Forster_Cannes_2013.jpg/220px-Marc_Forster_Cannes_2013.jpg),Marc Forster,6.97,10,2DUX²,976607672,Finding Neverland,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Ruben_Fleischer_by_Gage_Skidmore.jpg/220px-Ruben_Fleischer_by_Gage_Skidmore.jpg),Ruben Fleischer,6.76,5,Columbia Pictures,973551165,Zombieland,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Doug_Liman_2011_Shankbone.JPG/220px-Doug_Liman_2011_Shankbone.JPG),Doug Liman,7,9,Amazon Studios,969952568,The Bourne Identity,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Chris_Weitz.jpg/220px-Chris_Weitz.jpg),Chris Weitz,5.9799999999999995,5,3 Arts Entertainment,969608401,About a Boy,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Mel_Gibson_Cannes_2016_2.jpg/220px-Mel_Gibson_Cannes_2016_2.jpg),Mel Gibson,7.62,5,Icon Entertainment International,969267923,Braveheart,8.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Jon_M._Chu_2013.jpg/220px-Jon_M._Chu_2013.jpg),Jon M. Chu,6.32,5,Summit Entertainment,961957700,Crazy Rich Asians,6.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Ryan-fleck-anne-boden.jpg/220px-Ryan-fleck-anne-boden.jpg),Anna Boden,6.766666666666667,3,Focus Features,961376958,It's Kind of a Funny Story,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Ron_Clements_2.jpg/220px-Ron_Clements_2.jpg),Ron Clements,7.4399999999999995,5,Walt Disney Pictures,947192927,Aladdin,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Joe_Johnston.jpg/220px-Joe_Johnston.jpg),Joe Johnston,6.625,8,Universal Pictures,938340126,October Sky,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Brad_Peyton_%2816850222907%29_%28cropped%29.jpg/220px-Brad_Peyton_%2816850222907%29_%28cropped%29.jpg),Brad Peyton,5.824999999999999,4,New Line Cinema,932316413,San Andreas,6.1
![](NA),Stephen Sommers,6.233333333333333,6,Universal Pictures,931273895,The Mummy,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Scott_Derrickson_by_Gage_Skidmore_2.jpg/220px-Scott_Derrickson_by_Gage_Skidmore_2.jpg),Scott Derrickson,6.54,5,Screen Gems,929509667,Doctor Strange,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Joel_Schumacher_at_Taormina_Film_Fest_2003_%28cropped%29.jpg/220px-Joel_Schumacher_at_Taormina_Film_Fest_2003_%28cropped%29.jpg),Joel Schumacher,6.389473684210526,19,Warner Bros.,925360746,Falling Down,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Richard_Donner_%284505771045%29_%28cropped%29.jpg/220px-Richard_Donner_%284505771045%29_%28cropped%29.jpg),Richard Donner,6.861538461538461,13,Warner Bros.,906548604,The Goonies,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/John_Woo_Cannes_2005.jpg/220px-John_Woo_Cannes_2005.jpg),John Woo,6.4714285714285715,7,Paramount Pictures,893111815,Red Cliff,7.4
![](https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Joachim_R%C3%B8nning.jpeg/220px-Joachim_R%C3%B8nning.jpeg),Joachim Rønning,6.766666666666667,3,Walt Disney Pictures,877854418,Kon-Tiki,7.2
![](NA),Gary Ross,7.04,5,Lionsgate,870291292,Pleasantville,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Front_Runner_08_%2844849853362%29_%28cropped%29.jpg/220px-Front_Runner_08_%2844849853362%29_%28cropped%29.jpg),Ivan Reitman,5.963636363636364,11,Universal Pictures,867644098,Dave,6.8
![](NA),Tim Story,5.877777777777778,9,Twentieth Century Fox,847457482,Think Like a Man,6.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Louis_Leterrier_by_Gage_Skidmore_2.jpg/220px-Louis_Leterrier_by_Gage_Skidmore_2.jpg),Louis Leterrier,6.571428571428571,7,EuropaCorp,838572292,Now You See Me,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Edward_Zwick_2016.jpg/220px-Edward_Zwick_2016.jpg),Edward Zwick,7.0181818181818185,11,TriStar Pictures,838509104,Blood Diamond,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/TomHopper10TIFF.jpg/220px-TomHopper10TIFF.jpg),Tom Hooper,7.55,4,Columbia Pictures,836466988,The King's Speech,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Taika_Waititi_by_Gage_Skidmore_2.jpg/220px-Taika_Waititi_by_Gage_Skidmore_2.jpg),Taika Waititi,7.6000000000000005,5,New Zealand Film Commission,819084037,Hunt for the Wilderpeople,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/David_Ayer_by_Gage_Skidmore_2.jpg/220px-David_Ayer_by_Gage_Skidmore_2.jpg),David Ayer,6.75,6,Andrea Sperling Productions,801320650,End of Watch,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Bobby_Farrelly_at_the_2009_Tribeca_Film_Festival.jpg/220px-Bobby_Farrelly_at_the_2009_Tribeca_Film_Festival.jpg),Bobby Farrelly,6.090909090909091,11,Twentieth Century Fox,792931759,There's Something About Mary,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Jan_de_Bont%2C_premi%C3%A8re-voorstelling_Turks_Fruit_in_Tuschinski%2C_Amsterdam.jpg/220px-Jan_de_Bont%2C_premi%C3%A8re-voorstelling_Turks_Fruit_in_Tuschinski%2C_Amsterdam.jpg),Jan de Bont,5.775,4,Blue Tulip Productions,792526957,Speed,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Wes_Ball_by_Gage_Skidmore.jpg/220px-Wes_Ball_by_Gage_Skidmore.jpg),Wes Ball,6.466666666666667,3,Gotham Group,791791252,The Maze Runner,6.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Robert_Rodriguez_SDCC_2014.jpg/220px-Robert_Rodriguez_SDCC_2014.jpg),Robert Rodriguez,5.775,12,Dimension Films,789122731,Alita: Battle Angel,7.3
